idx,dataset_index,miou_no_bg,adj_f1,compact_gt,compact_pred,num_inst_gt,num_inst_pred,boundary_violation_rate,expected_room_count,gt_room_count_combined,target_count_matches_gt,predicted_room_count,room_count_error
207,1642,0.23159105031793978,0.4,0.648700102379071,0.626710392648801,10,20,0.0007941113588467059,5,5,1,2,3
208,875,0.6726521860367654,0.0,0.7091901498838012,0.8114945198042549,3,4,0.0,3,3,1,3,0
209,1971,0.4225201777041616,0.0,0.7794759513161416,0.6766497075862181,4,5,0.0,4,4,1,3,1
210,1989,0.12920484798579343,0.0,0.7363983899636701,0.5737513442401886,3,18,0.0003133159268929504,3,3,1,1,2
211,1664,0.4691458502987376,0.18181818181818182,0.7608622877613829,0.6324663155407773,7,23,0.001252177700348432,6,6,1,3,3
212,681,0.351642105051603,0.0,0.7204261531586094,0.6837894183865444,4,11,0.0,4,4,1,4,0
213,968,0.27238888240318315,0.42857142857142855,0.575390820579066,0.6689924587923861,11,20,8.257979272472025e-05,8,8,1,4,4
214,3086,0.33443388420255704,0.33333333333333337,0.6701864167273778,0.5691794899126503,12,32,0.00045610034207525655,10,10,1,2,8
215,382,0.25140322309642615,0.0,0.7638082882115216,0.6774828017684205,5,11,0.0,5,5,1,3,2
216,60,0.37846398968740697,0.1818181818181818,0.7039833211710635,0.66528891872108,9,21,0.0,7,7,1,4,3
217,2214,0.2131358983092013,0.0,0.7124979165932355,0.5488045226051864,5,16,0.0,3,3,1,3,0
218,2671,0.3381861077046813,0.2857142857142857,0.6573976410692319,0.6997053640778778,10,14,0.0,10,10,1,4,6
219,207,0.25578314625924303,0.6666666666666665,0.7654299605567575,0.7217863147748681,8,9,0.001079136690647482,6,6,1,4,2
220,401,0.3729442127228573,0.0,0.5813619433696297,0.7293048431005005,4,14,0.0,4,4,1,3,1
221,2254,0.31163412637398885,0.0,0.6803343497544714,0.6383639068022627,4,11,0.0,4,4,1,5,1
222,3309,0.7768318222259266,0.4,0.7735571555831232,0.6212274442354803,12,17,0.0,10,10,1,7,3
223,1815,0.47531194298703944,0.42857142857142855,0.7373120844379948,0.6343903823631497,9,26,0.0003479107956719897,7,7,1,4,3
224,308,0.20169270577656562,0.0,0.7006017293742843,0.5925014274481661,3,7,0.001491599937195792,3,3,1,3,0
225,1023,0.4084726565638631,0.18181818181818182,0.7513374544414027,0.6308759699035942,5,24,0.006501993073253611,4,4,1,4,0
226,1894,0.39741863364127716,0.3076923076923077,0.7620086056741322,0.6887298409941699,14,31,5.0224755782125007e-05,13,13,1,8,5
227,3467,0.25868601799479446,0.0,0.6380331080846332,0.6889441705676955,5,13,0.0,5,5,1,2,3
228,751,0.3856780827736114,0.0,0.6639775566947801,0.6394157444848447,8,13,0.0,8,8,1,5,3
229,3744,0.24743111189125427,0.28571428571428575,0.6591485477067728,0.548611520984237,6,16,0.0,4,4,1,2,2
230,574,0.5689380088389394,0.0,0.7948291634455378,0.7695786100442071,13,13,0.0,14,14,1,11,3
231,1837,0.2738032774532157,0.33333333333333337,0.7006180651178244,0.6373907101144226,5,28,0.0,3,3,1,4,1
232,3697,0.5734959049305343,0.46153846153846156,0.6863411910285393,0.7136770788381347,11,15,0.00015351079180866414,9,9,1,6,3
233,3639,0.2847944290533923,0.0,0.7940797471419385,0.6839682656788004,6,12,0.0,6,6,1,5,1
234,784,0.21046825993916096,0.0,0.6366905986698637,0.7128970972633644,7,23,0.0,7,7,1,6,1
